time,vertical_speed,horizontal_speed,dist,distance_from_moon,angle,weight,acceleration,dvs,fuel,PID,NN
43,23.996411878892157,877.9082306014874,142126.15604217813,12714.632910552478,58.3,286,1.4889531487131888,24,114.5189642524231,0.0009531172036579129,0.6615731837888874
44,23.99838147415352,876.6414127211502,141249.51462945697,12690.634529078325,58.3,286,1.4918852427928126,24,114.37209500562197,0.0009788192949155437,0.6625520030838029
45,24.000019030393002,875.3721001825963,140374.14252927437,12666.634510047932,58.3,286,1.4948795748758648,24,114.22500846093737,0.000977919449237282,0.6635299225330402
46,24.001294223501613,874.1002400330409,139500.04228924133,12642.633215824431,58.3,286,1.4978761971266268,24,114.07770481813503,0.000956842814457822,0.6644867653474981
47,24.00220828078176,872.8258303239837,138627.21645891736,12618.63100754365,58.3,286,1.5008295230990008,24,113.93018875622789,0.0009218404242048407,0.6654086057717029
48,24.002786385780038,871.5489078923795,137755.667551025,12594.628221157871,58.3,286,1.5037079791093009,24,113.78246804574657,0.000878610083496915,0.6662872158551998
49,24.003070277971965,870.2695364384236,136885.39801458656,12570.6251508799,58.3,286,1.5064927969205804,24,113.63455228382672,0.0008320442932951192,0.6671192601484949
50,24.003111498232027,868.9877956305363,136016.41021895604,12546.622039381667,58.3,286,1.5091762316078567,24,113.48645180807375,0.0007860921667942351,0.6679053523152891
51,24.002965581160183,867.7037717266056,135148.70644722943,12522.619073800508,58.3,286,1.5117594602588809,24,113.33817681985975,0.0007437176918872808,0.6686490700071764
52,24.002687360529972,866.4175499830404,134282.28889724638,12498.616386439979,58.3,286,1.5142503783989123,24,113.18973672631816,0.0007069343631645044,0.6693560043703409
53,24.002327439895602,865.1292089386491,133417.15968830773,12474.614059000083,58.3,286,1.5166614667829448,24,113.04113969334794,0.0006768957689265217,0.6700329001392674
54,24.001929789593074,863.8388165134747,132553.32087179425,12450.61212921049,58.3,286,1.51900785573165,24,112.89239238951703,0.000654022760071784,0.6706869228993392
55,24.001530364600104,862.5464277545159,131690.77444403974,12426.610598845891,58.3,286,1.5213056708434982,24,112.74349989263338,0.0006381499316444785,0.6713250728309836
56,24.001156593828235,861.2520839889324,130829.5223600508,12402.609442252064,58.3,286,1.5235707051172618,24,112.5944657264649,0.0006286769231384288,0.671953749754122
57,24.0008275679849,859.9558131070256,129969.56654694378,12378.608614684079,58.3,286,1.5258174298168379,24,112.44529199401948,0.000624713145507268,0.6725784628996293
58,24.000554746927968,858.6576306867846,129110.908916257,12354.60805993715,58.3,286,1.528058330581642,24,112.29597957525577,0.0006252076845891277,0.6732036705842185
59,24.00034301480252,857.3575416832778,128253.55137457373,12330.607716922348,58.3,286,1.5303035364619744,24,112.14652836038607,0.0006290590903090035,0.6738327296745275
60,24.00019192849713,856.055542433665,127397.49583214006,12306.607524993851,58.3,286,1.53256069736705,24,111.99693749439832,0.0006352023806538339,0.6744679320551813
61,24.000097028584726,854.7516227664785,126542.74420937359,12282.607427965266,58.3,286,1.5348350591192368,24,111.84720561348207,0.0006426727713301226,0.6751106048265114
62,24.000051108812077,853.4457680470463,125689.29844132654,12258.607376856453,58.3,286,1.5371296839494555,24,111.69733105921058,0.000650647341018902,0.6757612521675304
63,24.000045367773605,852.1379610353166,124837.16048029122,12234.60733148868,58.3,286,1.5394457667745647,24,111.54731206122939,0.0006584670566477207,0.6764197192241781
64,24.000070392617843,850.828183474589,123986.33229681663,12210.607261096062,58.3,286,1.5417830028858979,24,111.39714688356162,0.0006656423447443834,0.6770853615689225
65,24.000116948028122,849.5164173674125,123136.81587944922,12186.607144148034,58.3,286,1.5441399697323794,24,111.24683393329332,0.0006718457587722048,0.6777572073276947
66,24.00017656336973,848.2026459266584,122288.61323352256,12162.606967584665,58.3,286,1.5465144934041484,24,111.09637183326657,0.0006768953277135178,0.6784341026554083
67,24.00024192635285,846.8868542147849,121441.72637930777,12138.606725658312,58.3,286,1.548903978468372,24,110.94575946247707,0.0006807319532459902,0.6791148346086543
68,24.00030710276621,845.5690295024729,120596.1573498053,12114.606418555546,58.3,286,1.551305687399933,24,110.79499596919395,0.0006833938266589165,0.6797982284353132
69,24.000367609035656,844.2491613895203,119751.90818841578,12090.60605094651,58.3,286,1.5537169625756782,24,110.64408076248131,0.0006849903313642244,0.6804832187666775
70,24.00042036801567,842.9272417368603,118908.98094667892,12066.605630578493,58.3,286,1.556135389407298,24,110.4930134879151,0.0006856773430834404,0.681168896109761
71,24.000463579124073,841.6032644597847,118067.37768221913,12042.605166999369,58.3,286,1.5585589035571275,24,110.34179399297874,0.0006856352868340618,0.681854531396595
72,24.00049653233513,840.2772252299465,117227.10045698918,12018.604670467033,58.3,286,1.5609858483077526,24,110.19042228700869,0.0006850507955081098,0.6825395821921031
73,24.0005193923109,838.9491211285525,116388.15133586063,11994.604151074722,58.3,286,1.5634149901214682,24,110.03889849976204,0.0006841023651742467,0.6832236845572773
74,24.000532974687395,837.618950286317,115550.53238557432,11970.603618100035,58.3,286,1.5658455013706352,24,109.88722284179032,0.0006829500327859336,0.6839066345900633
75,24.00053853177902,836.2867115381092,114714.24567403621,11946.603079568256,58.3,286,1.5682769193227883,24,109.73539556891133,0.0006817288190105934,0.6845883634090739
76,24.000537560164645,834.9524041124961,113879.29326992371,11922.602542008091,58.3,286,1.5707090899183553,24,109.58341695223451,0.0006805454812844296,0.6852689088903583
77,24.000531638113106,833.6160273691202,113045.6772425546,11898.602010369978,58.3,286,1.5731421038761613,24,109.43128725446086,0.00067947800322432,0.6859483868935826
78,24.00052229683405,832.2775805904396,112213.39966196415,11874.601488073144,58.3,286,1.5755762313804214,24,109.27900671257048,0.0006785771956086552,0.6866269640891913
79,24.000510926247596,830.9370628290367,111382.46259913512,11850.600977146896,58.3,286,1.5780118601974285,24,109.12657552654268,0.0006778697885456402,0.687304833877737
80,24.000498713417624,829.5944728075777,110552.86812632754,11826.600478433478,58.3,286,1.5804494406671086,24,108.97399385342182,0.0006773624406681644,0.6879821963184052
81,24.000486609985867,828.2498088655751,109724.61831746197,11802.599991823492,58.3,286,1.5828894397102389,24,108.82126180583913,0.0006770461660366194,0.6886592424844418
82,24.000475323824727,826.9030689452796,108897.71524851669,11778.599516499668,58.3,286,1.5853323048529675,24,108.66837945400758,0.000676900770861923,0.6893361432553037
83,24.000465329607643,825.5542506081819,108072.1609979085,11754.59905117006,58.3,286,1.5877784383354485,24,108.5153468302049,0.0006768989898719975,0.6900130422451757
84,24.000456892968877,824.2033510735421,107247.95764683496,11730.598594277091,58.3,286,1.5902281806567111,24,108.36216393482647,0.0006770101078757991,0.6906900523530515
85,24.000450103273263,822.8503672709202,106425.10727956404,11706.598144173819,58.3,286,1.5926818024100273,24,108.20883074320409,0.000677202939663342,0.6913672552927148
86,24.00044491062609,821.4952958996522,105603.61198366438,11682.597699263193,58.3,286,1.5951395029645645,24,108.05534721252911,0.0006774481166526488,0.6920447034093674
87,24.000441163519035,820.1381334894488,104783.47385017492,11658.597258099675,58.3,286,1.5976014144227728,24,107.90171328837224,0.0006777196894497304,0.6927224230988172
88,24.000438644338743,818.7788764576263,103964.6949737173,11634.596819455337,58.3,286,1.6000676092963109,24,107.7479289104443,0.0006779961008922637,0.6934004191997094
89,24.000437100787337,817.4175211598074,103147.2774525575,11610.59638235455,58.3,286,1.6025381104616767,24,107.59399401738196,0.0006782606148494576,0.6940786798145588
